"25DR14IXKO2LFP9YG71653YODKLBAI"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"abundance"	"plenty"	"ratio"	"plenty"	"plenty"	"profusion"	"excess"	"profusion"	"plenty"	"lots"	"plenty"	"many"	"population"	"ratio"	"plenty"	"ratio"	"a lot"	"plenty"	"a lot"	"many"	"a lot"	"many"	"extra"	"ampleness"	"amount"	"lot"	"bunch"	"plenty"	"many"	"commonness"	"plethora"	"count"	"a lot"	"excess"	"number"	"many"	"amount"	"comparable"	"extra"	"plenty"	"plenty"	"a lot"	"amount"	"superfluous"	"plenty"	"fortune"	"many"	"plenty"	"surplus"	"amount"	"many"
"2MCFJ51Y7QEO52QAWC3S1MOFYZJEBG"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"substantial"	"important"	"huge"	"a lot"	"huge"	"big"	"generous"	"significant"	"massive"	"considerable"	"huge"	"important"	"big"	"ample"	"much"	"important"	"important"	"bounteous"	"large"	"big"	"ample"	"important"	"large"	"lots"	"weighty"	"large"	"important"	"big"	"big"	"important"	"important"	"sizable"	"important"	"important"	"worthwhile"	"important"	"big"	"cardinal"	"significant"	"huge"	"abundant"	"large"	"important"	"big"	"large"	"significant"	"big"	"adequate"	"large"	"important"	"significant"
"2X2PEIB9BAWLY9P9UGMX2D3MUZY1Y0"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"arid"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"hot"	"dry"	"dry"	"dry"	"desert"	"dry"	"barren"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"
"2DGB49F9SSSH3OT3SYJTDH5F9RAWSF"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"meandered"	"wandered"	"wandered"	"wandered"	"wandered"	"wandered"	"strolled"	"wandered"	"wandered"	"drifted"	"wandered"	"wandered"	"wandered"	"circled"	"wandered"	"wandered"	"wandered"	"moved"	"segued"	"wander"	"moved"	"weaved"	"wandered"	"walked"	"wandered"	"winded"	"wandered"	"wandered"	"winded"	"wandered"	"wander"	"moved"	"snaked"	"wandered"	"wandered"	"wandered"	"walked"	"walked"	"wandered"	"spiraled"	"spun"	"drift"	"drifted"	"wandered"	"circle"	"wonder"	"wandered"	"wandered"	"strolled"	"twisted"	"zigzag"
"21K74J79KQW67VFOA5OFKD45YKKJHM"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"generated"	"make"	"created"	"made"	"created"	"produced"	"created"	"issued"	"made"	"created"	"formed"	"made"	"create"	"created"	"created"	"made"	"created"	"created"	"created"	"created"	"made"	"made"	"created"	"make"	"created"	"created"	"made"	"created"	"created"	"brought"	"made"	"create"	"created"	"created"	"created"	"made"	"created"	"created"	"created"	"created"	"created"	"composed"	"made"	"make"	"made"	"created"	"created"	"birthed"	"created"	"created"	"made"
"23WGOOGQSCM6OX2MWP9U2U00PYPFFG"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"comprise"	"make"	"has"	"include"	"make up"	"consist"	"form"	"include"	"involve"	"make up"	"embrace"	"compose"	"make"	"contain"	"made"	"include"	"complete"	"include"	"make"	"include"	"part of"	"contain"	"include"	"make up"	"involve"	"include"	"include"	"include"	"made up of"	"contain"	"include"	"make"	"contain"	"include"	"compose"	"consist of"	"makes"	"consist"	"include"	"include"	"include"	"made"	"made"	"has"	"constitute"	"include"	"make"	"part"	"make up"	"include"	"contain"
"2T1011K274J7F7IGACZNC6UXGKJECN"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"secures"	"latches"	"attaches"	"fastens"	"attaches"	"ties"	"takes"	"attaches"	"tightens"	"assures"	"locks"	"tightens"	"locks"	"ties"	"attaches"	"chains"	"fills"	"fastens"	"binds"	"attaches"	"locks"	"attaches"	"attach"	"attaches"	"lock"	"affix"	"holds"	"attaches"	"joined"	"fastens"	"fastens"	"keeps"	"affix"	"keeps safe"	"attaches"	"attaches"	"fasten"	"attaches"	"fastens"	"locks"	"fastens"	"guard"	"safe"	"attached"	"attaches"	"locks"	"attaches"	"affixes"	"attaches"	"sets"	"ties"
"2ZFKO2L92HEC2XYH79FCKF0CQDPFGF"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"career"	"job"	"job"	"work"	"job"	"job"	"profession"	"job"	"job"	"job"	"job"	"job"	"job"	"business"	"livelihood"	"occupation"	"occupation"	"job"	"job"	"job"	"job"	"job"	"job"	"job path"	"job"	"job"	"job"	"job"	"job"	"job"	"profession'"	"profession"	"job"	"job"	"job"	"lifestyle"	"job"	"job"	"job"	"employment"	"work"	"job"	"job"	"job"	"job"	"job"	"job"	"job"	"job"	"job"	"job"
"2IMIXKO2L92HKZOUA8UYWCCF1KVEDN"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"refuses"	"won't"	"rejects"	"passes"	"denies"	"denies"	"does not"	"rejects"	"rejects"	"refrains"	"rejects"	"nays"	"rejects"	"turns down"	"resists"	"denies"	"rejects"	"rejects"	"disallows"	"rejected"	"stop"	"declines"	"does not accept"	"says no"	"avoids"	"stops"	"avoids"	"rejects"	"rejects"	"disallows"	"rejects"	"declines"	"disapproves"	"deny"	"declines"	"denies"	"disapproves"	"rejects"	"declines"	"decline"	"rejects"	"declines"	"rejects"	"denies"	"rejects"	"rejects"	"no"	"deny"	"denies"	"declines"	"rejects"
"28K4SMEZZ2MIQ9FTYJG9638TX444LO"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"casualties"	"injuries"	"dead"	"deaths"	"toll"	"victims"	"mishaps"	"victims"	"deaths"	"losses"	"deaths"	"deaths"	"deaths"	"deaths"	"losses"	"victims"	"victims"	"victims"	"victims"	"deaths"	"victims"	"death"	"deaths"	"deaths"	"deaths"	"people hurt"	"mishaps"	"victims"	"affected"	"fatalities"	"victims"	"dead"	"victims"	"decedents"	"injuries"	"victims"	"bodies"	"misfortunes"	"deaths"	"dead"	"deaths"	"deaths"	"deaths"	"victims"	"deaths"	"deaths"	"mishap"	"victims"	"deaths"	"deaths"	"deaths"
"23T3Q39Z0B6UZBYD8PMS1VRKHX2LWQ"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"transmitting"	"moving"	"sending"	"sending"	"sending"	"passing"	"transferring"	"issuing"	"exchanging"	"transferring"	"sending"	"send"	"sending"	"giving"	"passing"	"sending"	"sending"	"sending"	"transferring"	"spreading"	"delivering"	"transferring"	"sending"	"sending"	"sending"	"transferring"	"sending"	"sent"	"sending"	"transferring"	"emitting"	"sending"	"sending"	"send"	"sending"	"sending"	"channeling"	"forward"	"transport"	"communicating"	"sending"	"sending"	"sending"	"sending"	"giving"	"send"	"transferring"	"sending"	"passing on"	"transferring"	"sending"
"2IBHV8ER9Y8TT7A633D5SFHS3WSR40"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"released"	"freed"	"issued"	"freed"	"published"	"issued"	"issued"	"freed"	"let go"	"sent"	"delivered"	"allowed"	"announced"	"issued"	"announced"	"delivered"	"issued"	"dispense"	"unleashed"	"freed"	"let go"	"showed"	"let out"	"gave"	"distributed"	"freed"	"loosed"	"unleashed"	"discharged"	"freed"	"allowed"	"debuted"	"freed"	"freed"	"published"	"let go"	"leaked"	"freed"	"let go"	"delivered"	"sold"	"let go"	"let go"	"made"	"freed"	"open"	"let go"	"freed"	"opened"	"freed"	"let go"
"25KGMMEGOOGQYZEQML120EIUV26BBD"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"circumstances"	"situations"	"facts"	"facts"	"conditions"	"facts"	"conditions"	"details"	"reasons"	"conditions"	"events"	"conditions"	"happenings"	"situation"	"rules"	"situation"	"reasons"	"events"	"background"	"facts"	"conditions"	"points"	"news"	"details"	"situation"	"situation"	"situation"	"details"	"situations"	"situation"	"factors"	"situation"	"situation"	"facts"	"situation"	"happenings"	"situations"	"context"	"conditions"	"situations"	"situation"	"conditions"	"situation"	"situation"	"conditions"	"reasons"	"facts"	"reasons"	"causes"	"reasons"	"conditions"
"2G2PFE4EGDHDSPX5CT0N7W6HF7C9JM"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"disbanded"	"broken"	"broke up"	"broke up"	"dissolved"	"separated"	"parted"	"destroy"	"parted"	"separated"	"dissolved"	"dispersed"	"stopped"	"separated"	"separated"	"break"	"split"	"quit"	"separate"	"dissolved"	"separated"	"ended"	"scattered"	"separated"	"dismantled"	"destroyed"	"broken up"	"destroyed"	"broke"	"separated"	"broke up"	"destroyed"	"broke up"	"shut down"	"shut down"	"separated"	"separated"	"separated"	"separated"	"broke up"	"separated"	"disintegrated"	"ended"	"depart"	"finished"	"separated"	"stop"	"separated"	"ended"	"broke up"	"separated"
"2HUOK2JE1M7PQ715V7XO7AC05T5OV0"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"envisaged"	"pictured"	"dreamed"	"saw"	"imagine"	"conceived"	"imagined"	"view"	"imagined"	"saw"	"imagined"	"imagined"	"saw"	"imagined"	"saw"	"imagined"	"imagined"	"imagined"	"imagine"	"imagined"	"imagined"	"imagine"	"imagined"	"imagine"	"imagined"	"imagine"	"pictured"	"imagined"	"pictured"	"imagined"	"imagined"	"imagined"	"pictured"	"imagined"	"imagined"	"envisioned"	"envisioned"	"pictured"	"imagined"	"envision"	"imagined"	"picture"	"imagined"	"conceive"	"imagined"	"envisioned"	"imagine"	"imagine"	"imagined"	"think of"	"picture"
"25KL92HECWA63QQ8GN60KP5KYXZJIF"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"fuselage"	"body"	"body"	"body"	"core"	"body"	"body"	"cabin"	"cockpit"	"chassis"	"carrier"	"body"	"cabin"	"body"	"center"	"hull"	"body"	"body"	"trunk"	"airplane"	"cabin"	"body"	"cabin"	"body"	"interior"	"chassis"	"body"	"cabin"	"core"	"body"	"airplane"	"body"	"deck"	"chassis"	"bulk"	"tube"	"cabin"	"trunk"	"body"	"outside"	"cargo"	"cabin"	"frame"	"airplane"	"cabin"	"core"	"cabin"	"body"	"frame"	"cabin"	"body"
"2A30XULRGNTBPQE6H8WFX7N63SNR55"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"acquisition"	"reception"	"own"	"addition"	"asset"	"gain"	"possession"	"own"	"receipt"	"receiving"	"attainment"	"procuring"	"purchase"	"addition"	"acquire"	"object"	"purchase"	"theft"	"gaining"	"obtain"	"obtaining"	"obtaining"	"purchase"	"receive"	"gain"	"get"	"request"	"gaining"	"bought"	"buy"	"purchase"	"obtain"	"procurement"	"item"	"reception"	"gaining"	"gain"	"collection"	"gain"	"attainment"	"contract"	"gain"	"obtainment"	"procure"	"addition"	"reception"	"property"	"possession"	"accusation"	"purchase"	"get"
"21062NJQ21725W1ALH2KTCVEC27OWA"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"endorsed"	"approved"	"likes"	"supported"	"supported"	"support"	"authenticated"	"supported"	"backed"	"support"	"approved"	"confirmed"	"certified"	"approved"	"okayed"	"liked"	"supported"	"approved"	"supported"	"supported"	"supported"	"backed"	"backed"	"backed"	"recommended"	"supported"	"approved"	"supported"	"help"	"supported"	"blessed"	"supported"	"supported"	"said it was good"	"supported"	"support"	"approved"	"supported"	"advocated"	"blessed"	"supported"	"supported"	"upheld"	"supported"	"approved"	"backed"	"favored"	"approved"	"supported"	"approved"	"approved"
"2ALHVWAVKI62T6IM5ITZH9QH7JQHPK"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"periphery"	"edge"	"border"	"edge"	"edge"	"boundary"	"border"	"border"	"edge"	"surroundings"	"border"	"outside"	"outside"	"secondary"	"adjoinment"	"edge"	"edge"	"edge"	"frame"	"edge"	"boundary"	"barrier"	"border"	"border"	"border"	"side"	"edge"	"edge"	"boundary"	"edge"	"outside"	"edge"	"edge"	"edge"	"border"	"edge"	"edge"	"boundary"	"edges"	"fringe"	"border"	"border"	"edge"	"shell"	"edge"	"edge"	"edges"	"borders"	"perimeter"	"perimeter"	"edge"
"238U6L5OBVCI7EPH8L9JN7GU2IKZGO"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"tolerated"	"allowed"	"accepted"	"allowed"	"permitted"	"endured"	"dealt"	"allowed"	"endured"	"accepted"	"bore"	"allowed"	"allowed"	"allow"	"accepted"	"allowed"	"accepted"	"allowed"	"withstood"	"put up with"	"indulged"	"endured"	"allowed"	"allowed"	"allowed"	"permitted"	"accepted"	"allowed"	"endured"	"accepted"	"accepted"	"allowed"	"allowed"	"accepted"	"allowed"	"allowed"	"accepted"	"allowed"	"allowed"	"accepted"	"allowed"	"bore"	"accepted"	"authorize"	"accepted"	"allowed"	"accepted"	"allowed"	"allowed"	"endured"	"allowed"
"2U78PJWKUDD8393NUE0Z8B6UUWC9KL"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"enraged"	"angered"	"mad"	"angered"	"mad"	"aggravated"	"angry"	"angered"	"angered"	"angered"	"angry"	"aggravate"	"mad"	"mad"	"angered"	"angered"	"livid"	"angered"	"angered"	"angry"	"angry"	"irritate"	"angry"	"angry"	"mad"	"angered"	"angry"	"angry"	"mad"	"angered"	"angered"	"angry"	"angry"	"angry"	"angered"	"furious"	"angered"	"angered"	"irritated"	"angered"	"angered"	"angry"	"furious"	"anger"	"angry"	"angry"	"mad"	"angry"	"angry"	"angry"	"angry"
"29BLB3L0FBJ9OB33IUIE3E5RQZ8LXJ"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"expedition"	"journey"	"journey"	"group"	"mission"	"trip"	"group"	"trip"	"exploration"	"trip"	"mission"	"adventure"	"voyage"	"group"	"trip"	"adventure"	"party"	"exploration"	"adventure"	"quest"	"journey"	"adventure"	"journey"	"trip"	"trip"	"journey"	"journey"	"search"	"journey"	"journey"	"journey"	"mission"	"trip"	"trip"	"posse"	"trial"	"trip"	"missionaries"	"trip"	"travel"	"trek"	"trip"	"trip"	"trip"	"quest"	"adventure"	"journey"	"travelers"	"journey"	"quest"	"trip"
"2FT49F9SSSHX7OB8R3K5P5F8KCUTXU"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"situated"	"fixed"	"located"	"located"	"placed"	"placed"	"set"	"located"	"placed"	"placed"	"located"	"established"	"sat"	"sat"	"located"	"located"	"located"	"formatted"	"located"	"position"	"located"	"stayed"	"placed"	"placed"	"made comfortable"	"placed"	"located"	"placed"	"arranged"	"set"	"sat"	"position"	"placed"	"located"	"put"	"comfortable"	"placed"	"placed"	"place"	"sat"	"located"	"placed"	"placed"	"fixed"	"at"	"arranged"	"set"	"located"	"located"	"located"	"placed"
"25YQSCM6IAA2Y1AEY5R0WQKKBCOJJR"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"obligations"	"chores"	"duty"	"debts"	"responsibilities"	"duties"	"debts"	"debts"	"duties"	"compulsions"	"duties"	"responsibilities"	"duty"	"duties"	"lots"	"responsibilities"	"debts"	"duties"	"accountability"	"payments"	"responsibility"	"duties"	"responsibility"	"duties"	"chores"	"requirements"	"responsibilities"	"responsibilities"	"responsibility"	"responsibilities"	"promises"	"duty"	"commitments"	"duties"	"job"	"agreements"	"require"	"duties"	"assignments"	"duty"	"requirements"	"requirements"	"duties"	"debts"	"responsibilities"	"requirements"	"promises"	"duties"	"tasks"	"promises"	"job"
"2UHXR24SMEZZ89A4QY0UGP9Y4GZ1IT"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"ambiguous"	"unclear"	"uncertain"	"vague"	"unclear"	"open-ended"	"unclear"	"uncertain"	"doubtful"	"unclear"	"confusing"	"vague"	"vague"	"interpretive"	"unsure"	"unclear"	"cryptic"	"unclear"	"unclear"	"unclear"	"vague"	"unclear"	"confusing"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"vague"	"unclear"	"uncertain"	"unclear"	"unclear"	"unclear"	"unclear"	"not clear"	"vague"	"airy"	"unclear"	"uncertain"	"dubious"	"unclear"	"cryptic"	"cloudy"	"vague"	"neutral"	"unobvious"	"unclear"	"unclear"	"vague"	"vague"
"2GZHRRLFQ0ONTIJ15V8OHEGRCFCHQB"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"ceded"	"left"	"gave"	"yielded"	"relented"	"yield"	"surrendered"	"surrendered"	"quit"	"gave up"	"surrendered"	"surrender"	"quit"	"offered"	"gave"	"forfeited"	"surrendered"	"transferred"	"surrendered"	"gave"	"surrender"	"stopped"	"surrendered"	"allow"	"given up"	"agreed"	"gave"	"gave up"	"surrendered"	"freed"	"stopped"	"surrendered"	"gave up"	"succumbed"	"gave up"	"surrendered"	"surrendered"	"surrendered"	"surrendered"	"concede"	"surrender"	"surrender"	"surrender"	"quit"	"let go"	"gave"	"gave up"	"transfer"	"gave"	"surrender"	"forfeited"
"2XBP9RA7S5WM7T1IWZ678JMHMIOTY0"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"siege"	"attack"	"surround"	"corral"	"block"	"storm"	"assault"	"barricade"	"wait"	"attack"	"battle"	"capture"	"attack"	"attack"	"blitzkrieg"	"attack"	"attack"	"surround"	"blockade"	"attack"	"attack"	"battle"	"attack"	"attack"	"attack"	"attack"	"attack"	"storm"	"attack"	"attack"	"attack"	"attack"	"lockdown"	"blockade"	"surround"	"barricade"	"fight"	"attack"	"blockade"	"raid"	"attack"	"surround"	"invade"	"attack"	"invasion"	"take"	"takeover"	"attack"	"overcome"	"fort"	"attack"
"2UWY5COW0LGR5Q0WVQCCEVNU04J6XW"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"leased"	"rented"	"rented"	"hired"	"rented"	"rented"	"rent"	"rented"	"rented"	"rented"	"loaned"	"lent"	"rented"	"rented"	"rented"	"rented"	"loaned"	"loaned"	"rented"	"lent"	"rented"	"rented"	"loaned"	"rented"	"hired"	"rented"	"rented"	"rented"	"loaned"	"rented"	"rented"	"rented"	"rented"	"rented"	"rented"	"rented"	"rented"	"lent"	"loaned"	"rented out"	"loan"	"sold"	"rented"	"loaned"	"rented"	"rented"	"borrowed"	"lent"	"rent"	"rent"	"rented"
"2FWPLSP75KLMCJBNSL8QMQVJSCSTZR"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"sparse"	"thin"	"thin"	"uncommon"	"bare"	"rare"	"scarce"	"thin"	"few"	"thin"	"little"	"little"	"thin"	"rare"	"few"	"empty"	"fragmented"	"uncommon"	"thin"	"skimpy"	"deserted"	"thin"	"few"	"few"	"few"	"rare"	"few"	"thin"	"empty"	"thin"	"thin"	"thin"	"rare"	"few"	"uncommon"	"rare"	"fragile"	"scarce"	"few"	"dispersed"	"airy"	"shortage"	"scatter"	"few"	"thin"	"thin"	"rare"	"scarce"	"thin"	"in short supply"	"dispersed"
"2UZDM25L8I9N5JY1IAXOM4QW81EHRC"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"incentives"	"goals"	"bonus"	"rewards"	"bonuses"	"rewards"	"reasons"	"motivations"	"reasons"	"rewards"	"encouragements"	"bribes"	"bribe"	"influences"	"prizes"	"benefits"	"motivations"	"rewards"	"motive"	"rewards"	"encouragements"	"rewards"	"bonuses"	"benefits"	"inspiration"	"benefits"	"rewards"	"extras"	"bonuses"	"motivation"	"rewards"	"drive"	"bonuses"	"gifts"	"stimulus"	"bonuses"	"benefits"	"reward"	"rewards"	"prizes"	"benefits"	"rewards"	"influence"	"rewards"	"lure"	"rewards"	"rewards"	"bonuses"	"fortitude"	"bonuses"	"encouragement"
"2FNPQJQ9OPLL3ZZEQ2OGGKCO0T21ZR"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"implement"	"tool"	"tool"	"tool"	"tool"	"furnish"	"tool"	"tool"	"gadget"	"device"	"tool"	"supply"	"tool"	"use"	"item"	"introduce"	"tool"	"tool"	"tool"	"apply"	"machine"	"tool"	"tool"	"contraption"	"undertake"	"use"	"tool"	"tool"	"use"	"use"	"execute"	"started"	"apparatus"	"made"	"use"	"employ"	"use"	"device"	"appliance"	"use"	"gadget"	"use"	"apply"	"tool"	"apply"	"tool"	"do"	"use"	"perform"	"tool"	"tool, equipment"
"2C914IXKO2L9846W0LXXBYOCDN6BCK"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"advocate"	"support"	"support"	"plea"	"argue"	"promote"	"uphold"	"defend"	"backer"	"representative"	"stand for"	"defender"	"campaign"	"defender"	"recommend"	"agree"	"champion"	"represent"	"support"	"support"	"supporter"	"supporter"	"proposer"	"defender"	"stand up"	"support"	"support"	"supporter"	"represent"	"plead"	"support"	"support"	"speaker"	"defender"	"support"	"friend"	"pleader"	"ally"	"support"	"promote"	"supporter"	"plead"	"speak"	"endorse"	"support"	"argue for"	"support"	"agree-er"	"help"	"endorse"	"support"
