"2SST2D5NQYN5LQIKNRWT6MNCX11596"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"traversed"	"traveled"	"traveled"	"roam"	"covered"	"traveled"	"travel"	"crossed"	"crossed"	"cross"	"bridged"	"intersected"	"crossed"	"traveled"	"crossed"	"crossed"	"crossed"	"crossing"	"traveled"	"crossed"	"crossed"	"walked"	"crossed"	"traveled"	"traveled"	"traveled across"	"crossed"	"crossed"	"bridge"	"traveled"	"crossed"	"crossed"	"traveled"	"crossed"	"crossed"	"crossed"	"crossed"	"crossed"	"cross"	"crossed"	"traveled"	"traveled"	"traveled"	"traveled"	"traveled"	"cross"	"crossed"	"traveled"	"cross"	"journey"	"crossed"	"crossed"		
"2DM0SPW1INMHMLIONEEAJ6BFNI5G3I"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"designation"	"assignment"	"class"	"name"	"label"	"name"	"assignment"	"name"	"title"	"name"	"identification"	"title"	"role"	"title"	"description"	"label"	"classification"	"title"	"identification"	"title"	"name"	"class"	"name"	"title"	"symbol"	"specify"	"place"	"name"	"sign"	"category"	"position"	"description"	"name"	"classification"	"named"	"label"	"identifier"	"marking"	"label"	"category"	"name"	"naming"	"name"	"title"	"name"	"label"	"selection"	"title"	"name"	"identity"	"name"	"name"		
"2ZS0RYNJ92NJQ9SPFXAT2HYW3JJ5AL"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"convince"	"persuade"	"prove"	"persuade"	"persuade"	"persuade"	"persuade"	"persuade"	"persuade"	"persuade"	"assure"	"persuade"	"assure"	"persuade"	"prove"	"sway"	"persuade"	"sway"	"persuade"	"persuade"	"sway"	"guide"	"explain"	"persuade"	"pressure"	"persuade"	"prove"	"sway"	"encourage"	"sway"	"show"	"sell"	"teach"	"explain"	"win over"	"turn"	"prove"	"win over"	"persuade"	"sway"	"sell"	"persuade"	"persuade"	"persuade"	"persuade"	"prove"	"change"	"sway"	"persuade"	"sway"	"persuade"	"persuade"		
"2Y0T3HVWAVKICPF3UDS7AZ99RKWNF6"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"subsequently"	"afterwards"	"afterwards"	"afterward"	"later"	"afterward"	"simultaneously"	"afterward"	"then"	"after"	"after"	"following"	"therefore"	"after"	"next"	"next"	"after"	"afterward"	"ultimately"	"then"	"so"	"consequently"	"later"	"now"	"after"	"before"	"afterwards"	"afterwards"	"later"	"afterwards"	"eventually"	"following"	"later"	"afterward"	"afterwords"	"after"	"after"	"afterward"	"thereafter"	"afterwards"	"next"	"next"	"parallel"	"after"	"after"	"after"	"after"	"next"	"after"	"following"	"later"	"after"		
"2ZZPCGJ2D21O9JXHLBAPXSI2L145BG"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"appointed"	"assigned"	"assigned"	"chose"	"chose"	"assigned"	"assigned"	"assigned"	"assigned"	"awarded"	"chosen"	"designated"	"granted"	"elected"	"assigned"	"assigned"	"chosen"	"chosen"	"made"	"made"	"assigned"	"picked"	"named"	"selected"	"assign"	"chose"	"assigned"	"made"	"assigned"	"assigned"	"picked"	"named"	"named"	"named"	"assigned"	"picked"	"selected"	"named"	"chosen"	"assigned"	"selected"	"chosen"	"assigned"	"chosen"	"assigned"	"designated"	"became"	"titled"	"assigned"	"tasked"	"assigned"	"assigned"		
"26OAUC26DG67JOPNZB6K8COK3M45CN"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"abolished"	"ban"	"ended"	"removed"	"destroyed"	"ended"	"ended"	"removed"	"cancel"	"removed"	"ended"	"ended"	"canceled"	"stopped"	"stopped"	"banned"	"banished"	"stop"	"ended"	"stop"	"eliminated"	"canceled"	"banned"	"ended"	"ended"	"ban"	"ended"	"end"	"ended"	"ended"	"expelled"	"eliminate"	"ended"	"ended"	"rid"	"stopped"	"banned"	"banned"	"stopped"	"ended"	"banned"	"erased"	"stopped"	"ended"	"prevented"	"canceled"	"terminated"	"scrapped"	"ended"	"canceled"	"banned"	"ended"		
"2EPH57DZKPFEA18XLOD2DL8IAQPD35"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"noted"	"stated"	"mentioned"	"mentioned"	"mentioned"	"noticed"	"called"	"explained"	"distinguished"	"noticed"	"marked"	"famous"	"wrote"	"pointed out"	"mentioned"	"said"	"mentioned"	"famous"	"stated"	"said"	"said"	"indicated"	"mentioned"	"said"	"said"	"heard"	"marked"	"acknowledged"	"told"	"heard"	"mentioned"	"observed"	"commented"	"mentioned"	"recorded"	"said"	"notice"	"mentioned"	"mentioned"	"mentioned"	"mentioned"	"mentioned"	"mentioned"	"mentioned"	"brought up"	"mentioned"	"record"	"written"	"mentioned"	"mentioned"	"annotated"	"mentioned"		
"26DH8MZ9O9Z6QJWJQLQHPRRLGTQ09G"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"prestigious"	"respected"	"important"	"great"	"popular"	"respected"	"popular"	"celebrated"	"respected"	"notable"	"respected"	"respectable"	"classy"	"respected"	"respectable"	"popular"	"distinguished"	"honorable"	"respected"	"respected"	"special"	"major"	"respected"	"distinguished"	"important"	"respected"	"famous"	"great"	"famous"	"famous"	"famous"	"ethical"	"honored"	"respected"	"elite"	"respected"	"respected"	"respected"	"admired"	"important"	"famous"	"reputable"	"famous"	"distinguished"	"great"	"important"	"famous"	"renowned"	"famous"	"respected"	"notable"	"respected"		
"2V9SQV66RLPHOGV1Z71VSI62OMG5DN"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"inaugural"	"starting"	"beginning"	"starting"	"opening"	"initial"	"opening"	"beginning"	"initiate"	"first"	"start"	"initial"	"first"	"initiation"	"initial"	"begin"	"new venture"	"opening"	"beginning"	"beginning"	"starting"	"initiation"	"first"	"opening"	"first"	"induction"	"moving"	"sprinting"	"first"	"leading"	"first"	"first"	"opening"	"debut"	"first"	"starting"	"opening"	"introductory"	"first"	"beginning"	"initial"	"first"	"start"	"begin"	"debut"	"starting"	"primary"	"beginning"	"beginning"	"enrollment"	"induction"	"first"		
"2K80JG5TYMNC2L3ODQ0S0SHX249LH0"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"manufactures"	"makes"	"makes"	"makes"	"makers"	"makes"	"makes"	"makes"	"builds"	"builds"	"made"	"makes"	"makings"	"makes"	"makes"	"makes"	"molds"	"builds"	"makes"	"makes"	"makes"	"makes"	"creates"	"produced"	"makes"	"makes"	"create"	"creates"	"makers"	"construct"	"builds"	"makes"	"builds"	"makes"	"create"	"creates"	"produces"	"build"	"makes"	"makes"	"makes"	"constructs"	"creates"	"makes"	"creates"	"makes"	"makes"	"makes"	"makes"	"makes"	"makes"	"makes"		
"22H6R70G5R98JVBNZPYW0STNZF6QAJ"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"dismissed"	"fired"	"fired"	"fired"	"fired"	"released"	"fired"	"fired"	"released"	"terminated"	"removed"	"shooed"	"rejected"	"end"	"fired"	"dropped"	"fired"	"fire"	"fired"	"fired"	"expelled"	"fired"	"fired"	"fired"	"fired"	"fired"	"released"	"removed"	"terminated"	"banish"	"terminated"	"fired"	"fired"	"fired"	"ended"	"fired"	"fired"	"fired"	"fired"	"discarded"	"discharged"	"terminated"	"expelled"	"fired"	"fired"	"banished"	"release"	"fired"	"fired"	"fired"	"relieved"	"fired"		
"2UJX3V0FK0COQPBY5XYPSK9LSZWNG5"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"emerged"	"discovered"	"began"	"appeared"	"arose"	"appeared"	"take"	"appear"	"appeared"	"appeared"	"appeared"	"appeared"	"arose"	"appeared"	"appear"	"appeared"	"came out"	"appeared"	"appeared"	"appear"	"appeared"	"appear"	"appear"	"came"	"surfaced"	"showed"	"appeared"	"shown"	"showed"	"arose"	"appeared"	"shown"	"appeared"	"appeared"	"came out"	"appeared"	"surfaced"	"appeared"	"surfaced"	"surfaced"	"arrive"	"showed"	"appeared"	"appear"	"began"	"rise"	"came"	"appeared"	"appear"	"came out"	"appeared"	"appeared"		
"2GOKW4ZMAZHHXEDZUBFNVVRH2N7I9T"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"rotund"	"large"	"round"	"chubby"	"chunky"	"round"	"fat"	"obese"	"fat"	"round"	"obese"	"fat"	"obese"	"obese"	"chubby"	"obese"	"huge"	"chubby"	"obese"	"obese"	"obese"	"overweight"	"round"	"fat"	"obese"	"large"	"fatty"	"obese"	"chubby"	"chubby"	"overweight"	"broad"	"large"	"obese"	"fat"	"obese"	"large"	"round"	"plump"	"fat"	"fat"	"fat"	"chubby"	"large"	"obese"	"fat"	"hefty"	"chubby"	"obese"	"big"	"pudgy"	"obese"		
"2DDOX7H57DZKV26OIR4HLM25MB80AV"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"apportion"	"divide"	"share"	"divide"	"portion"	"allocate"	"distribute"	"allot"	"distribute"	"divide"	"split"	"split"	"separate"	"division"	"distributed"	"dole out"	"share"	"divide up"	"deal"	"give"	"split up"	"share"	"pay"	"divide"	"distribute"	"meant for"	"split"	"allocate"	"split"	"distribute"	"ration"	"give out"	"group"	"share"	"assign"	"give"	"ration"	"distribution"	"cut"	"divide"	"give"	"distribute"	"distribute"	"divide"	"share"	"distributed"	"divvy"	"share"	"distribute"	"divide"	"divide up"	"divide"	"distribute"	
"2DNXH0JPPSI2QL69P3G7DKLM7Z9NH4"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"safeguard"	"protect"	"protect"	"protect"	"protect"	"protect"	"protect"	"insure"	"protect"	"protect"	"protect"	"defend"	"protect"	"protect"	"protect"	"protect"	"protect"	"protect"	"protect"	"protect"	"protect"	"protect"	"protect"	"child proof"	"care"	"protect"	"guard"	"protect"	"protect"	"protect"	"protect"	"protect"	"protect"	"protect"	"comfort"	"protect"	"guard"	"protect"	"protect"	"protect"	"protect"	"protect"	"protect"	"guard"	"protect"	"guard"	"secure"	"protect"	"guard"	"guard"	"protect"	"protect"		
"2RHHHRRLFQ0OTANBLCBHW9EGSEWPG2"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"suspended"	"stopped"	"stopped"	"stopped"	"ended"	"delayed"	"ended"	"stopped"	"stopped"	"stopped"	"stop"	"hanged"	"stopped"	"halted"	"freeze"	"halted"	"hold"	"paused"	"stopped"	"stopped"	"held up"	"tripped"	"terminated"	"stopped"	"put off"	"stopped"	"stopped"	"stop"	"stopped"	"stopped"	"stopped"	"paused"	"delay"	"stopped"	"stopped"	"stopped"	"halted"	"ended"	"on hold"	"stopped"	"halted"	"halted"	"stopped"	"halted"	"halted"	"paused"	"stopped"	"stopped"	"held off"	"paused"	"stopped"	"stopped"		
"2HNBMJTUHYW2MGHTVLYSDWM17CONIX"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"commandeer"	"snatched"	"hijack"	"grab"	"grab"	"take"	"take"	"snatched"	"steal"	"take"	"seize"	"steal"	"acquire"	"seize"	"leader"	"take"	"steal"	"seize"	"grab"	"grab"	"take"	"take"	"take"	"hijack"	"capture"	"seize"	"rule"	"steal"	"chief"	"take"	"take"	"seize"	"hijacked"	"hijack"	"take over"	"hijack"	"take"	"grab"	"steel"	"take"	"hijack"	"take"	"take over"	"steal"	"take"	"control"	"seize"	"control"	"grab"	"seize"	"take"	"take"		
"2NORLPHIT3HV2XN4MHTNRQ2185PIA8"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"replicate"	"copy"	"copy"	"duplicate"	"copy"	"copy"	"reappear"	"copy"	"copy"	"repeat"	"duplicate"	"copy"	"reproduce"	"copy"	"copy"	"copy"	"copy"	"create"	"copy"	"copy"	"twin"	"repeat"	"copy"	"copy"	"reproduce"	"copy"	"clone"	"repeat"	"duplicate"	"duplicate"	"copy"	"copy"	"make"	"copy"	"duplicate"	"copy"	"copy"	"copy"	"copies"	"copy"	"copy"	"copy"	"copy"	"copy"	"duplicate"	"remake"	"copy"	"duplicate"	"copied"	"copy"	"copy"	"copy"		
"22OVCPWZ9RND25GF53YSV3DTHXRQBE"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"devastated"	"crushed"	"destroyed"	"destroyed"	"destroyed"	"destroyed"	"destroyed"	"destroyed"	"ruined"	"shocked"	"destroy"	"hurt"	"ruined"	"damaged"	"crushed"	"destroyed"	"destroyed"	"trashed"	"broken"	"destroyed"	"destroy"	"destroy"	"destroyed"	"saddened"	"ruined"	"broke"	"hurt"	"destroyed"	"ruined"	"crushed"	"destroyed"	"destroyed"	"destroyed"	"ruined"	"destroyed"	"destroyed"	"defeated"	"destroyed"	"destroyed"	"ruined"	"smashed"	"trash"	"ruined"	"ruined"	"destroyed"	"destroyed"	"spoiled"	"devour"	"saddened"	"destroyed"	"destroyed"	"destroyed"		
"2O8EOZFYQS1CYGE8J8ID04IC2HOLIT"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"odor"	"smell"	"smell"	"stink"	"smell"	"smell"	"smell"	"stench"	"smell"	"smell"	"smell"	"stink"	"smelly"	"smell"	"smell"	"smell"	"smell"	"smell"	"aroma"	"smell"	"smell"	"smell"	"smell"	"smell"	"smell"	"smell"	"smell"	"smell"	"aroma"	"smell"	"smell"	"smell"	"smell"	"aroma"	"smell"	"smell"	"smell"	"smell"	"smell"	"smell"	"smell"	"smell"	"smell"	"smell"	"smell"	"smell"	"smell"	"scent"	"smell"	"smell"	"smell"	"smell"		
"29DGULF395SWCA8LJ3UN6NJBZIRQCL"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"relocated"	"moved"	"moved"	"moved"	"moved"	"transfer"	"moved"	"moved"	"moved"	"moved"	"moved"	"moved"	"moved"	"moved"	"repositioned"	"moved"	"moved"	"moved"	"shifted"	"moved"	"replaced"	"moved"	"moved"	"moved"	"moved"	"shift"	"moved"	"moved"	"moved"	"moved"	"moved"	"moved"	"moved"	"moved"	"moved"	"moved"	"moved"	"transferred"	"moved"	"shifted"	"moved"	"moved"	"moved"	"moved"	"moved"	"move"	"move"	"moved"	"moved"	"moved"	"moved"	"moved"		
"2GRO9Z6KW4ZMGM91V2CFY0ONOYH5EG"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"venues"	"places"	"places"	"places"	"places"	"events"	"places"	"locations"	"places"	"sites"	"places"	"places"	"locations"	"locations"	"meeting"	"locations"	"places"	"shows"	"places"	"places"	"places"	"settings"	"places"	"sites"	"places"	"site"	"locales"	"places"	"places"	"place"	"sites"	"locations"	"places"	"places"	"places"	"locations"	"places"	"locations"	"setting"	"area"	"locations"	"locales"	"places"	"locations"	"location"	"locations"	"location"	"places"	"places"	"place"	"locations"	"places"		
"22ESBRI8IUB24H1SNSJTTB3L1I1G43"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"incorporated"	"join"	"merged"	"swallowed"	"joined"	"added"	"united"	"combined"	"merged"	"united"	"united"	"merge"	"combine"	"merged"	"used"	"togethered"	"merged"	"joined"	"combine"	"combined"	"mixed"	"merge"	"blended"	"merged"	"mixed"	"combined"	"joined"	"merged"	"mixed"	"melded"	"blend"	"combined with"	"absorbed"	"absorb"	"combined"	"formed"	"combined"	"absorbed"	"joined"	"combined"	"fused"	"united"	"absorbed"	"merged"	"joined with"	"joined"	"included"	"joined"	"join"	"added to"	"united"	"merged"		
"2FKRCJK63ZVE94JKO59AY9JL6USX8I"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"elongated"	"lengthened"	"extended"	"long"	"long"	"stretched"	"lengthened"	"extended"	"stretched"	"extended"	"stretched"	"extended"	"stretched"	"extended"	"stretched"	"lengthened"	"stretched"	"extended"	"longer"	"lengthened"	"long"	"slender"	"lengthened"	"stretched"	"lengthened"	"extended"	"stretched"	"lengthened"	"oval"	"lengthened"	"thin"	"longer"	"oval"	"long"	"extended"	"stretched"	"stretched"	"lengthy"	"long"	"stretched"	"stretched"	"lengthy"	"lengthened"	"extended"	"stretched"	"stretched"	"stretched"	"stretched"	"lengthened"	"long"	"stretched"	"stretched"		
"2NVG67D1X3V0L7SWSVTJM1M7QNAIB3"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"enhanced"	"upgraded"	"increased"	"improved"	"improved"	"helped"	"helped"	"better"	"improved"	"improved"	"increased"	"beautified"	"improved"	"improved"	"improved"	"elevated"	"updated"	"improve"	"boosted"	"improved"	"made better"	"magnified"	"improved"	"augment"	"improved"	"improved"	"increased"	"boost"	"bettered"	"improved"	"better"	"increased"	"added"	"better"	"boosted"	"improved"	"increased"	"improved"	"beautify"	"improved"	"elevated"	"better"	"boosted"	"added"	"improve"	"improved"	"upgrade"	"improved"	"upgraded"	"increased"	"improved"	"improved"		
"23H9O9Z6KW4ZSXR1L2ILNQ0OOQLD4Q"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"purchase"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"bought"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy'"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"	"buy"		
"2RDKI62NJQ21DPRTD186JKLCWH0UMB"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"utilize"	"use"	"use"	"use"	"use"	"use"	"use"	"use"	"use"	"use"	"use"	"use"	"using"	"use"	"use"	"use"	"use"	"work"	"use"	"employ"	"use"	"apply"	"use"	"use"	"use"	"apply"	"use"	"use"	"use"	"use"	"use"	"use"	"use"	"use"	"use"	"use"	"use"	"use"	"use"	"use"	"use"	"use"	"use"	"use"	"use"	"use"	"assign"	"apply"	"use"	"use"	"apply"	"use"		
"2UK1O3W5XH0JVCK26VPEXLSP88AICA"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"resides"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"stays"	"lives"	"lives"	"lives"	"lives"	"dwells"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"	"lives"		
"2CQER9Y8TNKISMK69V6H02OM1S67UE"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"addresses"	"speaks"	"talks"	"speaks"	"speaks"	"relates"	"speaks"	"states"	"delivers"	"pontificates"	"talks"	"approaches"	"speaks"	"approaches"	"inform"	"lectures"	"speaks"	"deals with"	"handles"	"greets"	"speaks to"	"act"	"speaks"	"speaks"	"hail"	"talks to"	"shows"	"calls"	"speaks"	"speaks"	"points"	"discusses"	"talks"	"mentions"	"speaks"	"informs"	"discusses"	"focuses on"	"greet"	"approaches"	"talks to"	"talks"	"greets"	"discuss"	"talk"	"talks"	"responds"	"aims"	"express"	"talks about"	"handles"	"speaks"		
"2NAK9RJ85OZI5196ELGMWOQ5FZF7V3"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"roaming"	"wandering"	"wandering"	"wandering"	"walking"	"bumming"	"wandering"	"moving"	"wandering"	"moving"	"wandering"	"wandering"	"searching"	"wandering"	"drifting"	"wandering"	"walking"	"wandering"	"wandering"	"search"	"wandering"	"wandering"	"moving"	"moving"	"searching"	"moving"	"wandering"	"moving"	"wandering"	"wandering"	"wandering"	"wandering"	"wandering"	"wondering"	"wandering"	"wandering"	"wandering"	"searching"	"straying"	"wandering"	"wandering"	"wandering"	"wandering"	"wandering"	"wandering"	"wandering"	"wandering"	"wandering"	"wander"	"wander"	"wandering"	"wandering"		
"20KD21O3W5XH66H9WTTK6EPLTSXAG8"	"25D2JE1M7PKKF8JGAZQAK04LZYTXQE"	"precepts"	"morals"	"principles"	"morals"	"manners"	"manages"	"rules"	"rules"	"laws"	"behaviors"	"rules"	"manners"	"canon"	"codes"	"ideal"	"law"	"rules"	"ethic"	"guidelines"	"principle"	"morals"	"rules"	"rules"	"rules"	"decree"	"rules"	"rules"	"beliefs"	"laws"	"rules"	"guideline"	"behavior"	"rules"	"codes"	"ideals"	"guidelines"	"ethics"	"rules"	"laws"	"rule"	"mottoes"	"morals"	"rules"	"rules"	"decree"	"rule"	"rules"	"rules"	"rules"	"guideline"	"rules"	"rules"		
